순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
455,0057H0,PLUS 미국S&P500미국채혼합50액티브,K Market,1X,11670.0,46105,539000000.0,,,,-7.7302,,,
456,275280,KODEX 모멘텀주,K Market,1X,43825.0,12191,535000000.0,,,,-26.1889,,,
457,359210,KODEX 코스피TR,K Market,1X,36285.0,14583,529000000.0,,,,-24.1196,,,
458,0074K0,KoAct K수출핵심기업TOP30액티브,K Market,1X,17000.0,30957,526000000.0,,,,-24.7845,,,
459,117460,KODEX 에너지화학,K Market,1X,13515.0,38261,518000000.0,,,,-9.9882,,,
460,0132K0,PLUS 테슬라위클리커버드콜채권혼합,K Market,1X,7940.0,63566,505000000.0,,,,-4.3501,,,
461,453810,KODEX 인도Nifty50,K Market,1X,11350.0,44457,503000000.0,,,,-13.102,,,
462,0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),K Market,1X,9010.0,55054,497000000.0,,,,-10.1686,,,
463,471230,KODEX 국고채10년액티브,K Market,1X,103155.0,4768,491000000.0,,,,-1.5671,,,
464,367770,RISE 수소경제테마,K Market,1X,22235.0,21957,489000000.0,,,,-20.633,,,
465,372330,KODEX 차이나항셍테크,K Market,1X,6635.0,73437,487000000.0,,,,-12.7043,,,
466,241180,TIGER 일본니케이225,K Market,1X,34650.0,13964,483000000.0,,,,-14.6445,,,
467,138530,TIGER LG그룹플러스,K Market,1X,12050.0,39519,477000000.0,,,,-11.1563,,,
468,461490,RISE 글로벌자산배분액티브,K Market,1X,14650.0,32475,476000000.0,,,,-3.2695,,,
469,447620,SOL 미국TOP5채권혼합50,K Market,1X,16000.0,29607,475000000.0,,,,1.0752,,,
470,0127M0,ACE 미국대형가치주액티브,K Market,1X,12255.0,38445,471000000.0,,,,-6.6517,,,
471,473460,KODEX 미국서학개미,K Market,1X,24240.0,18948,459000000.0,,,,-11.1473,,,
472,228820,TIGER KTOP30,K Market,1X,18900.0,24079,455000000.0,,,,-23.2872,,,
473,304660,KODEX 미국30년국채울트라선물(H),K Market,1X,7215.0,62052,446000000.0,,,,-4.5575,,,
474,441540,HANARO Fn조선해운,K Market,1X,26600.0,16635,440000000.0,,,,-18.1115,,,
475,464470,PLUS 미국채30년액티브,K Market,1X,47560.0,8892,423000000.0,,,,-13.8517,,,
476,0227L0,HANARO 미국에이전틱AI TOP2+,K Market,1X,10555.0,39955,421000000.0,,,,,,,
477,0131W0,1Q 단기특수은행채액티브,K Market,1X,102255.0,4102,419000000.0,,,,0.724,,,
478,478150,TIME 글로벌우주테크&방산액티브,K Market,1X,18410.0,22632,417000000.0,,,,-21.7567,,,
479,488720,WON 종합채권(AA-이상)액티브,K Market,1X,48590.0,8578,417000000.0,,,,-0.8672,,,
480,138520,TIGER 삼성그룹,K Market,1X,36645.0,11305,413000000.0,,,,-22.087,,,
481,352560,KODEX 미국부동산리츠(H),K Market,1X,11765.0,34911,410000000.0,,,,-2.8891,,,
482,491220,PLUS 200TR,K Market,1X,132720.0,3078,408000000.0,,,,-25.6197,,,
483,292500,SOL KRX300,K Market,1X,50165.0,8092,407000000.0,,,,-25.6245,,,
484,0091C0,KODEX 미국10년국채액티브(H),K Market,1X,9390.0,43360,407000000.0,,,,-2.525,,,
485,0066W0,SOL 국제금,K Market,1X,12710.0,31744,406000000.0,,,,-7.3101,,,
486,289480,TIGER 200커버드콜,K Market,1X,13230.0,30338,400000000.0,,,,3.6181,,,
487,225040,TIGER 미국S&P500레버리지(합성 H),K Market,2X,67485.0,5935,399000000.0,1.73,-1.0,0.51,3.85,30.99,31.58,132.21
488,308620,KODEX 미국10년국채선물,K Market,1X,11350.0,35108,399000000.0,,,,-11.2539,,,
489,479520,RISE KOFR금리액티브(합성),K Market,1X,106515.0,3736,397000000.0,,,,0.6947,,,
490,364990,TIGER 게임TOP10,K Market,1X,4420.0,89871,396000000.0,,,,-13.8298,,,
491,0040S0,HANARO 글로벌피지컬AI액티브,K Market,1X,23765.0,16501,391000000.0,,,,-21.4168,,,
492,497780,KoAct 미국천연가스인프라액티브,K Market,1X,10390.0,37319,391000000.0,,,,-8.0542,,,
493,0132H0,KODEX 미국원자력SMR,K Market,1X,7595.0,50623,383000000.0,,,,-29.0264,,,
494,0176E0,RISE 미국AI전력인프라액티브,K Market,1X,9810.0,38398,378000000.0,,,,-27.1744,,,
495,476070,KODEX 글로벌비만치료제TOP2 Plus,K Market,1X,10670.0,35459,377000000.0,,,,-5.8126,,,
496,0098N0,PLUS 자사주매입고배당주,K Market,1X,12955.0,29022,376000000.0,,,,2.5873,,,
497,442320,RISE 글로벌원자력,K Market,1X,34975.0,10740,376000000.0,,,,-19.3875,,,
498,305050,ACE 코스피,K Market,1X,72600.0,5137,373000000.0,,,,-24.2915,,,
499,278240,RISE 코스닥150선물레버리지,K Market,2X,7820.0,48045,369000000.0,7.86,0.26,2.29,-42.96,-58.87,-24.6,-44.67
500,352540,KODEX 일본부동산리츠(H),K Market,1X,10925.0,33837,368000000.0,,,,-0.1253,,,
501,363570,KODEX 장기종합채권(AA-이상)액티브,K Market,1X,86070.0,4233,364000000.0,,,,-2.8741,,,
502,292560,TIGER 일본엔선물,K Market,1X,8125.0,44533,362000000.0,,,,-7.3715,,,
503,227830,PLUS 코스피,K Market,1X,72280.0,4956,359000000.0,,,,-23.9751,,,
504,447660,PLUS 애플채권혼합,K Market,1X,13925.0,25652,357000000.0,,,,1.8213,,,
505,473590,ACE 미국주식베스트셀러,K Market,1X,19660.0,18129,356000000.0,,,,-17.8655,,,
506,0166S0,PLUS K제조업핵심기업액티브,K Market,1X,11505.0,30880,354000000.0,,,,-26.6169,,,
507,253150,PLUS 200선물레버리지,K Market,2X,211200.0,1692,354000000.0,11.66,0.56,1.74,-52.14,27.98,354.21,587.28
508,143860,TIGER 헬스케어,K Market,1X,35105.0,10099,352000000.0,,,,-14.1386,,,
509,219480,KODEX 미국S&P500선물(H),K Market,1X,33110.0,10652,352000000.0,,,,1.9928,,,
510,491610,1Q CD금리액티브(합성),K Market,1X,105020.0,3333,350000000.0,,,,0.7145,,,
511,0154F0,WON 초대형IB&금융지주,K Market,1X,12335.0,28255,348000000.0,,,,-6.0024,,,
512,486450,SOL 미국AI전력인프라,K Market,1X,19135.0,18087,345000000.0,,,,-23.1525,,,
513,365040,TIGER AI코리아그로스액티브,K Market,1X,36745.0,9271,341000000.0,,,,-22.7916,,,
514,395290,HANARO Fn K-POP&미디어,K Market,1X,4935.0,69272,341000000.0,,,,-18.1365,,,
515,365780,ACE 국고채10년,K Market,1X,81995.0,4150,339000000.0,,,,-1.4627,,,
516,476750,ACE 미국30년국채엔화노출액티브(H),K Market,1X,7485.0,45039,337000000.0,,,,-12.6213,,,
517,228800,TIGER 여행레저,K Market,1X,2595.0,129266,336000000.0,,,,-14.6342,,,
518,463680,KODEX 미국S&P500테크놀로지,K Market,1X,22790.0,14656,334000000.0,,,,-8.4213,,,
519,458750,TIGER 미국배당다우존스타겟커버드콜1호,K Market,1X,12765.0,25903,331000000.0,,,,-3.755,,,
520,475350,RISE 버크셔포트폴리오TOP10,K Market,1X,14670.0,22511,330000000.0,,,,-4.5818,,,
521,0215T0,HANARO 미국AI광통신TOP10,K Market,1X,9120.0,36486,330000000.0,,,,,,,
522,0104G0,PLUS K방산레버리지,K Market,2X,5725.0,56391,329000000.0,-4.74,0.79,-2.8,-45.91,-61.08,,
523,453640,KODEX 미국S&P500헬스케어,K Market,1X,14080.0,23376,329000000.0,,,,1.8562,,,
524,0177A0,WON 두산그룹포커스,K Market,1X,9525.0,34407,327000000.0,,,,-18.2442,,,
525,0186L0,KoAct 미국로봇피지컬AI액티브,K Market,1X,9410.0,34730,326000000.0,,,,-23.0959,,,
526,337160,KODEX 200ESG,K Market,1X,49065.0,6666,325000000.0,,,,-24.7918,,,
527,438330,TIGER 우량회사채액티브,K Market,1X,115215.0,2812,324000000.0,,,,0.4354,,,
528,0192M0,RISE 삼성전자단일종목레버리지,K Market,2X,11875.0,27382,322000000.0,18.99,1.8,-8.02,-54.25,,,
529,433970,KODEX TDF2030액티브 적격,K Market,1X,13950.0,22914,319000000.0,,,,-4.5348,,,
530,476030,SOL 미국나스닥100,K Market,1X,17295.0,18377,318000000.0,,,,-10.7283,,,
531,0198B0,1Q 삼성전자선물단일종목레버리지,K Market,2X,12135.0,26450,317000000.0,19.91,1.72,-9.07,-55.31,,,
532,261140,TIGER 우선주,K Market,1X,24470.0,12933,315000000.0,,,,-17.4198,,,
533,0150K0,KoAct 수소전력ESS인프라액티브,K Market,1X,10910.0,28338,309000000.0,,,,-10.0848,,,
534,0036R0,RISE 미국휴머노이드로봇,K Market,1X,19875.0,15441,306000000.0,,,,-13.5486,,,
535,0164G0,RISE 차이나AI반도체TOP4Plus,K Market,1X,12910.0,23576,306000000.0,,,,-28.7622,,,
536,453950,TIGER TSMC파운드리밸류체인,K Market,1X,32825.0,9258,302000000.0,,,,-24.7617,,,
537,337140,KODEX 코스피대형주,K Market,1X,37005.0,8135,301000000.0,,,,-25.3027,,,
538,0194R0,KIWOOM SK하이닉스선물단일종목레버리지,K Market,2X,9895.0,29955,297000000.0,20.23,9.22,12.0,-72.61,,,
539,139270,TIGER 200 금융,K Market,1X,17245.0,17250,296000000.0,,,,-4.1928,,,
540,465350,RISE 2차전지TOP10인버스(합성),K Market,-1X,16525.0,17988,296000000.0,0.3,2.29,-7.22,-1.7,-10.58,-51.57,
541,0102A0,TIGER 미국AI소프트웨어TOP4Plus,K Market,1X,8870.0,32942,292000000.0,,,,6.8168,,,
542,0023B0,PLUS 미국양자컴퓨팅TOP10,K Market,1X,16320.0,17579,286000000.0,,,,-18.3141,,,
543,0181L0,SOL 미국우주항공TOP10,K Market,1X,7110.0,40298,286000000.0,,,,-29.8128,,,
544,491830,TIGER 미국AI반도체팹리스,K Market,1X,22745.0,12512,284000000.0,,,,-20.5663,,,
545,0198D0,1Q SK하이닉스선물단일종목레버리지,K Market,2X,10535.0,26528,281000000.0,19.17,8.72,12.37,-73.3,,,
546,0035T0,PLUS 글로벌휴머노이드로봇액티브,K Market,1X,19460.0,14385,279000000.0,,,,-22.2828,,,
547,139250,TIGER 200 에너지화학,K Market,1X,17515.0,15984,279000000.0,,,,-9.8225,,,
548,468380,KODEX iShares미국하이일드액티브,K Market,1X,10860.0,25314,275000000.0,,,,-9.4275,,,
549,276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),K Market,1X,7675.0,35937,274000000.0,,,,3.5333,,,
550,138910,KODEX 구리선물(H),K Market,1X,10155.0,26804,272000000.0,,,,0.9595,,,
551,490330,KoAct 미국치매&뇌질환치료제액티브,K Market,1X,13915.0,19446,271000000.0,,,,-6.6534,,,
552,153270,KIWOOM 코스피100,K Market,1X,85835.0,3162,271000000.0,,,,-26.3323,,,
553,196230,RISE 단기통안채,K Market,1X,117015.0,2318,271000000.0,,,,0.5972,,,
554,213610,KODEX 삼성그룹밸류,K Market,1X,22395.0,12096,270000000.0,,,,-20.2144,,,
555,130730,KIWOOM 단기자금,K Market,1X,103105.0,2575,265000000.0,,,,0.649,,,
556,0155N0,HANARO K휴머노이드테마TOP10,K Market,1X,7765.0,34348,265000000.0,,,,-23.0808,,,
557,495750,HANARO 코리아밸류업,K Market,1X,32550.0,8093,264000000.0,,,,-21.6176,,,
558,442550,RISE TDF2030액티브 적격,K Market,1X,14730.0,17791,261000000.0,,,,-6.6678,,,
559,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),K Market,2X,44060.0,5909,260000000.0,9.88,7.32,6.08,-6.63,23.06,36.28,
560,0104H0,KoAct 미국나스닥채권혼합50액티브,K Market,1X,11885.0,21893,259000000.0,,,,-12.7676,,,
561,0086B0,TIGER 리츠부동산인프라TOP10액티브,K Market,1X,9445.0,27459,258000000.0,,,,-5.4533,,,
562,399110,SOL 미국S&P500ESG,K Market,1X,20805.0,12359,257000000.0,,,,-7.6112,,,
563,0190Y0,TIGER 구글밸류체인,K Market,1X,8720.0,29500,257000000.0,,,,-20.153,,,
564,271060,KODEX 3대농산물선물(H),K Market,1X,9050.0,28349,256000000.0,,,,14.8148,,,
565,433880,PLUS TDF2060액티브 적격,K Market,1X,18580.0,13682,254000000.0,,,,-8.0493,,,
566,465660,TIGER 일본반도체FACTSET,K Market,1X,24160.0,10437,251000000.0,,,,-28.5882,,,
567,329660,KODEX TRF5050,K Market,1X,17745.0,14042,249000000.0,,,,-4.04,,,
568,494840,TIGER 미국방산TOP10,K Market,1X,12285.0,20083,247000000.0,,,,-12.3628,,,
569,229720,KODEX KTOP30,K Market,1X,37580.0,6561,246000000.0,,,,-23.6877,,,
570,291630,KIWOOM 코스닥150선물레버리지,K Market,2X,3500.0,70488,243000000.0,7.36,0.29,2.79,-42.53,-58.75,-23.33,-44.62
571,0093D0,KoAct 팔란티어밸류체인액티브,K Market,1X,18045.0,13364,242000000.0,,,,-14.9744,,,
572,0047A0,TIGER 차이나테크TOP10,K Market,1X,12785.0,18803,241000000.0,,,,-17.397,,,
573,394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),K Market,1X,10645.0,22733,241000000.0,,,,-22.5702,,,
574,0194N0,KIWOOM 삼성전자선물단일종목레버리지,K Market,2X,11795.0,20710,241000000.0,18.84,1.72,-8.76,-54.15,,,
575,473490,KIWOOM 글로벌AI반도체,K Market,1X,31235.0,7669,240000000.0,,,,-14.1894,,,
576,434960,DAISHIN K200,K Market,1X,112600.0,2138,240000000.0,,,,-25.5404,,,
577,411420,KODEX 미국나스닥AI테크액티브,K Market,1X,27180.0,8779,238000000.0,,,,-8.8819,,,
578,0192L0,RISE SK하이닉스단일종목레버리지,K Market,2X,10325.0,22977,238000000.0,20.13,8.29,12.84,-72.05,,,
579,487130,KoAct AI인프라액티브,K Market,1X,29900.0,7904,235000000.0,,,,-23.1284,,,
580,0090B0,PLUS K방산소부장,K Market,1X,6970.0,32918,232000000.0,,,,-26.8718,,,
581,117680,KODEX 철강,K Market,1X,12650.0,18258,231000000.0,,,,-2.3987,,,
582,252420,RISE 200선물인버스2X,K Market,-2X,74.0,3079072,230000000.0,-10.84,-3.9,-6.33,12.12,-70.75,-94.25,-97.06
583,261260,KODEX 미국달러선물인버스2X,K Market,-2X,5325.0,43455,230000000.0,-5.16,-5.92,0.47,22.98,15.76,-3.01,-20.58
584,479730,TIGER 인도빌리언컨슈머,K Market,1X,9695.0,23600,227000000.0,,,,-8.5069,,,
585,210780,TIGER 코스피고배당,K Market,1X,23310.0,9748,227000000.0,,,,-0.904,,,
586,0119H0,KODEX 28-12 회사채(AA-이상)액티브,K Market,1X,9900.0,22932,227000000.0,,,,0.3036,,,
587,0104P0,TIGER 코리아배당다우존스위클리커버드콜,K Market,1X,10950.0,20575,225000000.0,,,,-2.7079,,,
588,091220,TIGER 은행,K Market,1X,17450.0,12976,225000000.0,,,,7.0501,,,
589,446690,KODEX 아시아AI반도체exChina액티브,K Market,1X,60960.0,3670,223000000.0,,,,-29.6805,,,
590,0153X0,PLUS 미국고배당주액티브,K Market,1X,11135.0,20012,222000000.0,,,,-0.4691,,,
591,495330,1Q 코리아밸류업,K Market,1X,32410.0,6843,221000000.0,,,,-23.6113,,,
592,496120,ACE 코리아밸류업,K Market,1X,33845.0,6526,221000000.0,,,,-21.8092,,,
593,329670,KODEX TRF7030,K Market,1X,21865.0,10107,220000000.0,,,,-6.0712,,,
594,411540,SOL 200 Top10,K Market,1X,17080.0,12865,219000000.0,,,,-22.9608,,,
595,273140,KODEX 단기변동금리부채권액티브,K Market,1X,114610.0,1914,219000000.0,,,,0.6826,,,
596,449770,KIWOOM 미국S&P500,K Market,1X,21080.0,10024,211000000.0,,,,-7.018,,,
597,438900,HANARO Fn K-푸드,K Market,1X,10875.0,18828,205000000.0,,,,1.6723,,,
598,415920,PLUS 글로벌희토류&전략자원생산기업,K Market,1X,6550.0,31157,204000000.0,,,,-34.6634,,,
599,494340,ACE 글로벌AI맞춤형반도체,K Market,1X,20115.0,10070,202000000.0,,,,-32.1528,,,
600,0232A0,MIDAS 머니마켓액티브,K Market,1X,100255.0,2006,201000000.0,,,,,,,
601,395170,KODEX Top10동일가중,K Market,1X,15445.0,12900,200000000.0,,,,-33.0583,,,
602,458210,KIWOOM CD금리액티브(합성),K Market,1X,110770.0,1801,199000000.0,,,,0.7457,,,
603,0144M0,KODEX 미국드론UAM TOP10,K Market,1X,6655.0,29740,196000000.0,,,,-26.142,,,
604,472840,IBK 200,K Market,1X,110810.0,1755,194000000.0,,,,-25.6547,,,
605,385550,RISE 단기채권알파액티브,K Market,1X,114265.0,1690,193000000.0,,,,0.7848,,,
606,477490,에셋플러스 글로벌일등기업포커스10액티브,K Market,1X,18790.0,10233,192000000.0,,,,-15.4838,,,
607,0118S0,SOL 미국넥스트테크TOP10액티브,K Market,1X,10935.0,17554,192000000.0,,,,-23.1119,,,
608,447430,ACE 주주환원가치주액티브,K Market,1X,16310.0,11752,191000000.0,,,,-0.6053,,,
609,409810,KODEX 미국나스닥100선물인버스(H),K Market,-1X,5485.0,34806,190000000.0,-2.58,-0.36,-1.44,2.05,-17.83,-18.98,-45.37
610,0193K0,PLUS 삼성전자단일종목레버리지,K Market,2X,12900.0,14839,189000000.0,18.84,2.42,-8.83,-53.77,,,
611,0216K0,KIWOOM 미국우주테크TOP2채권혼합50,K Market,1X,8805.0,21470,188000000.0,,,,,,,
612,0221V0,IBK 초단기채권액티브,K Market,1X,100620.0,1878,188000000.0,,,,,,,
613,174360,RISE 중국본토대형주CSI100,K Market,1X,23020.0,8061,184000000.0,,,,-17.0984,,,
614,148070,KIWOOM 국고채10년,K Market,1X,103895.0,1764,183000000.0,,,,-1.4956,,,
615,287180,PLUS 미국나스닥테크,K Market,1X,55175.0,3322,182000000.0,,,,-14.3748,,,
616,464600,SOL 자동차소부장Fn,K Market,1X,22645.0,8038,181000000.0,,,,-31.2881,,,
617,0049M0,ACE 미국배당퀄리티+커버드콜액티브,K Market,1X,11185.0,16153,180000000.0,,,,-7.6631,,,
618,195980,PLUS 신흥국MSCI(합성 H),K Market,1X,15510.0,11671,180000000.0,,,,-2.7207,,,
619,0155M0,ACE 미국SMR원자력TOP10,K Market,1X,6435.0,27996,180000000.0,,,,-23.8893,,,
620,464930,TIGER 글로벌혁신블루칩TOP10,K Market,1X,20625.0,8709,179000000.0,,,,-6.5544,,,
621,0184V0,UNICORN K바이오액티브,K Market,1X,5305.0,34297,179000000.0,,,,-32.0513,,,
622,469060,RISE 미국반도체NYSE,K Market,1X,35490.0,4972,177000000.0,,,,-22.6835,,,
623,0020H0,KoAct 글로벌양자컴퓨팅액티브,K Market,1X,22205.0,8009,177000000.0,,,,-28.7208,,,
624,253230,KIWOOM 200선물인버스2X,K Market,-2X,71.0,2515705,177000000.0,-10.13,-2.74,-5.33,14.52,-70.66,-94.54,-97.19
625,0139P0,ACE 고배당주,K Market,1X,13370.0,13191,176000000.0,,,,-3.8019,,,
626,0061Z0,RISE 단기특수은행채액티브,K Market,1X,51070.0,3439,175000000.0,,,,0.7298,,,
627,487750,BNK 온디바이스AI,K Market,1X,32900.0,5371,174000000.0,,,,-27.4693,,,
628,498860,RISE 코리아금융고배당,K Market,1X,16500.0,10608,174000000.0,,,,-11.9659,,,
629,0185L0,TIME 글로벌휴머노이드로봇산업액티브,K Market,1X,7300.0,23815,174000000.0,,,,-30.0962,,,
630,319640,TIGER 골드선물(H),K Market,1X,25550.0,6752,173000000.0,,,,0.7818,,,
631,329650,KODEX TRF3070,K Market,1X,14040.0,12304,172000000.0,,,,-2.8934,,,
632,0089B0,PLUS 미국나스닥100미국채혼합50,K Market,1X,11290.0,15199,171000000.0,,,,-9.4696,,,
633,0103T0,1Q K소버린AI,K Market,1X,8170.0,20923,171000000.0,,,,-13.5505,,,
634,442560,RISE TDF2040액티브 적격,K Market,1X,16460.0,10344,170000000.0,,,,-8.2484,,,
635,437080,KODEX 미국종합채권ESG액티브(H),K Market,1X,96080.0,1767,169000000.0,,,,-1.9408,,,
636,130680,TIGER 원유선물Enhanced(H),K Market,1X,8005.0,21119,169000000.0,,,,36.25,,,
637,0220A0,KIWOOM 현대차그룹TOP3채권혼합50,K Market,1X,8870.0,19079,169000000.0,,,,,,,
638,445150,KODEX 친환경조선해운액티브,K Market,1X,27785.0,6099,169000000.0,,,,-19.1329,,,
639,360140,KODEX 200롱코스닥150숏선물,K Market,1X,23050.0,7327,169000000.0,,,,-9.0639,,,
640,266420,KODEX 헬스케어,K Market,1X,15980.0,10591,168000000.0,,,,-14.1701,,,
641,211560,TIGER 배당성장,K Market,1X,34955.0,4787,167000000.0,,,,-6.3267,,,
642,365000,TIGER 인터넷TOP10,K Market,1X,3490.0,47948,167000000.0,,,,-23.5231,,,
643,464310,TIGER 글로벌AI&로보틱스 INDXX,K Market,1X,13575.0,12334,167000000.0,,,,-17.9263,,,
644,0203S0,WON 삼성전자현대차채권혼합50,K Market,1X,8555.0,19339,165000000.0,,,,-16.5602,,,
645,430500,KIWOOM 물가채KIS,K Market,1X,112720.0,1467,165000000.0,,,,-0.991,,,
646,143850,TIGER 미국S&P500선물(H),K Market,1X,77280.0,2130,164000000.0,,,,1.5541,,,
647,225130,ACE 골드선물 레버리지(합성 H),K Market,2X,47640.0,3399,162000000.0,1.08,-2.14,-9.08,4.66,-24.99,19.57,202.42
648,0224D0,KIWOOM 미국CPU반도체TOP4+,K Market,1X,10530.0,15453,162000000.0,,,,,,,
649,428510,KODEX 차이나AI테크액티브,K Market,1X,23740.0,6679,159000000.0,,,,-29.5329,,,
650,453650,KODEX 미국S&P500금융,K Market,1X,18970.0,8241,156000000.0,,,,-6.7442,,,
651,309230,ACE 미국WideMoat동일가중,K Market,1X,29920.0,5168,155000000.0,,,,-3.4259,,,
652,464920,PLUS 일본반도체소부장,K Market,1X,23075.0,6716,154000000.0,,,,-25.6716,,,
653,486830,HANARO 머니마켓액티브,K Market,1X,53375.0,2856,152000000.0,,,,0.8505,,,
654,481340,RISE 미국30년국채액티브,K Market,1X,8510.0,17890,152000000.0,,,,-14.3989,,,
655,484890,SOL 머니마켓액티브,K Market,1X,52615.0,2885,151000000.0,,,,0.7082,,,
656,455660,ACE 미국하이일드액티브(H),K Market,1X,9360.0,16227,151000000.0,,,,-0.2662,,,
657,183700,RISE 200채권혼합50,K Market,1X,97325.0,1564,151000000.0,,,,-13.2056,,,
658,192720,파워 고배당저변동성,K Market,1X,57670.0,2617,150000000.0,,,,-1.7575,,,
659,139320,TIGER 금은선물(H),K Market,1X,18145.0,8261,150000000.0,,,,0.2464,,,
660,275290,KODEX 가치주,K Market,1X,35385.0,4212,149000000.0,,,,-21.5256,,,
661,243890,TIGER 200에너지화학레버리지,K Market,2X,8145.0,18274,148000000.0,-3.89,-10.54,-0.37,-23.7,-10.4,61.29,-26.17
662,139240,TIGER 200 철강소재,K Market,1X,11160.0,13276,148000000.0,,,,-0.9139,,,
663,483330,ACE 마이크로소프트밸류체인액티브,K Market,1X,15095.0,9721,146000000.0,,,,0.6955,,,
664,300610,TIGER K게임,K Market,1X,5330.0,27429,145000000.0,,,,-6.1243,,,
665,0138T0,RISE 미국S&P500데일리고정커버드콜,K Market,1X,9440.0,15360,145000000.0,,,,-7.1015,,,
666,465670,TIGER 미국캐시카우100,K Market,1X,16355.0,8741,143000000.0,,,,4.5234,,,
667,0166N0,PLUS 코스닥150액티브,K Market,1X,8190.0,17561,143000000.0,,,,-19.4832,,,
668,449580,RISE 테슬라애플아마존채권혼합,K Market,1X,16290.0,8821,143000000.0,,,,-2.2781,,,
669,0221Z0,ACE K바이오코스닥액티브,K Market,1X,9060.0,15538,141000000.0,,,,,,,
670,325020,KODEX 배당가치,K Market,1X,29535.0,4799,141000000.0,,,,-10.0732,,,
671,306530,HANARO 코스닥150선물레버리지,K Market,2X,6960.0,20474,140000000.0,7.41,-0.36,2.43,-42.9,-59.31,-24.72,-45.33
672,469050,RISE 미국반도체NYSE(H),K Market,1X,32365.0,4352,140000000.0,,,,-15.0846,,,
673,416090,ACE 중국과창판STAR50,K Market,1X,13020.0,10738,140000000.0,,,,-22.4679,,,
674,463290,1Q 단기금융채액티브,K Market,1X,109395.0,1269,138000000.0,,,,0.7783,,,
675,211900,KODEX 코리아배당성장,K Market,1X,28050.0,4949,138000000.0,,,,-6.9255,,,
676,496090,KIWOOM 코리아밸류업,K Market,1X,32575.0,4177,136000000.0,,,,-23.4429,,,
677,0178H0,IBK 미국AI TOP10국채혼합50,K Market,1X,10055.0,13338,134000000.0,,,,-0.9289,,,
678,471460,KIWOOM 국고채30년액티브,K Market,1X,45230.0,2960,134000000.0,,,,-5.987,,,
679,256440,ACE MSCI인도네시아(합성),K Market,1X,5085.0,26217,133000000.0,,,,-11.5817,,,
680,266360,KODEX K콘텐츠,K Market,1X,9285.0,14171,131000000.0,,,,-15.8014,,,
681,437350,RISE 미국단기투자등급회사채액티브,K Market,1X,12115.0,10804,131000000.0,,,,-9.7434,,,
682,438560,SOL 국고채3년,K Market,1X,100140.0,1285,128000000.0,,,,0.17,,,
683,464610,SOL 의료기기소부장Fn,K Market,1X,6770.0,18831,127000000.0,,,,-18.6978,,,
684,488500,TIGER 미국S&P500동일가중,K Market,1X,12395.0,10221,126000000.0,,,,-7.4281,,,
685,485810,TIME 글로벌바이오액티브,K Market,1X,11610.0,10754,125000000.0,,,,8.422,,,
686,304940,KODEX 미국나스닥100선물(H),K Market,1X,32775.0,3846,125000000.0,,,,-1.9153,,,
687,0120J0,BNK 카카오그룹포커스,K Market,1X,7670.0,16393,125000000.0,,,,-8.7886,,,
688,195970,PLUS 선진국MSCI(합성 H),K Market,1X,16150.0,7617,123000000.0,,,,0.8641,,,
689,485690,RISE 미국AI밸류체인TOP3Plus,K Market,1X,22620.0,5354,121000000.0,,,,-10.5634,,,
690,472830,RISE 미국30년국채커버드콜(합성),K Market,1X,7850.0,15394,120000000.0,,,,-13.9041,,,
691,0105D0,SOL 한국AI소프트웨어,K Market,1X,8950.0,13232,119000000.0,,,,-17.7788,,,
692,152870,파워 200,K Market,1X,112705.0,1056,119000000.0,,,,-25.2784,,,
693,145670,ACE 인버스,K Market,-1X,1247.0,94001,117000000.0,-5.46,-1.11,-1.81,16.32,-38.57,-71.17,-77.69
694,444490,WON 미국S&P500,K Market,1X,20205.0,5743,116000000.0,,,,-7.0722,,,
695,440640,ACE 단기채권알파액티브,K Market,1X,112810.0,1037,116000000.0,,,,0.7863,,,
696,253160,PLUS 200선물인버스2X,K Market,-2X,147.0,798775,116000000.0,-8.13,-2.0,-3.92,12.21,-71.35,-94.41,-97.11
697,204480,TIGER 차이나CSI300레버리지(합성),K Market,2X,23630.0,4928,116000000.0,7.87,4.74,-4.7,-36.78,-18.62,4.63,30.22
698,456680,TIGER 차이나전기차레버리지(합성),K Market,2X,5330.0,21611,115000000.0,1.91,-4.05,-20.68,-49.81,-49.76,-36.72,-39.8
699,261270,KODEX 미국달러선물인버스,K Market,-1X,8095.0,14351,115000000.0,-2.59,-2.88,0.37,11.42,8.44,0.06,-6.2
700,0046Y0,ACE 미국배당퀄리티,K Market,1X,12495.0,9143,114000000.0,,,,-6.1822,,,
701,461910,PLUS 미국테크TOP10레버리지(합성),K Market,2X,38230.0,2985,114000000.0,11.26,8.42,8.45,-9.87,13.95,18.89,280.4
702,475070,KoAct 글로벌친환경전력인프라액티브,K Market,1X,29880.0,3783,112000000.0,,,,-25.4358,,,
703,496020,WON 전단채플러스액티브,K Market,1X,52555.0,2098,110000000.0,,,,0.9217,,,
704,449780,KIWOOM 미국S&P500(H),K Market,1X,18685.0,5899,110000000.0,,,,1.7501,,,
